Player,Team,Position,Hollinger_MPG,Hollinger_PF,Hollinger_PFPG,Hollinger_PFP48M,PF_per_MIN,Hollinger_FLAG,Hollinger_TECH,Hollinger_EJECT,GP,MIN_per_game,Total_MIN,STL_per_game,Total_STL,STL_per_MIN,BLK_per_game,Total_BLK,BLK_per_MIN,Opp_FGM_at_Rim_per_game,Total_Opp_FGM_at_Rim,Opp_FGM_at_Rim_per_min,Opp_FGA_at_Rim_per_game,Total_Opp_FGA_at_Rim,Opp_FGA_at_Rim_per_Minute,Opp_FGP_at_Rim,Catch_and_Shoot_Total_PTS,Catch_and_Shoot_PTS_per_game,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FGM_per_game,Total_Catch_and_Shoot_FGM,Catch_and_Shoot_FGM_per_Minute,Catch_and_Shoot_FGA_per_game,Total_Catch_and_Shoot_FGA,Catch_and_Shoot_FGA_per_Minute,Catch_and_Shoot_FG_PCT,Catch_and_Shoot_3FGM_per_game,Total_Catch_and_Shoot_3FGM,Catch_and_Shoot_3FGM_per_Minute,Catch_and_Shoot_3FGA_per_game,Total_Catch_and_Shoot_3FGA,Catch_and_Shoot_3FGA_per_Minute,Catch_and_Shoot_3FG_PCT,Catch_and_Shoot_eFG_PCT,REB_per_game,Total_REB,REB_per_Minute,Percentage_of_rebounds_per_chance,REB_Chances_per_game,Total_REB_Chances,REB_Chances_per_Minute,Contested_REB_per_game,Total_Contested_REB,Contested_REB_per_Minute,Uncontested_REB_per_game,Total_Uncontested_REB,Uncontested_REB_per_Minute,Contested_REB_Percentage,Distance_Traveled_Per_Game_miles,Distance_Traveled_total_miles,Distance_Traveled_per_Minute,Average_Speed_mph,Distance_Traveled_Per_48_Minutes_miles,Pull_Up_Shots_Total_PTS,Pull_Up_Shots_PTS_per_game,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FGM_per_game,Total_Pull_Up_Shots_FGM,Pull_Up_Shots_FGM_per_Minute,Pull_Up_Shots_FGA_per_game,Total_Pull_Up_Shots_FGA,Pull_Up_Shots_FGA_per_Minute,Pull_Up_Shots_FG_PCT,Pull_Up_Shots_FG3M_per_game,Total_Pull_Up_Shots_FG3M,Pull_Up_Shots_FG3M_per_Minute,Pull_Up_Shots_FG3A_per_game,Total_Pull_Up_Shots_FG3A,Pull_Up_Shots_FG3A_per_Minute,Pull_Up_Shots_FG3_PCT,Pull_Up_Shots_EFG_PCT,PTS_per_game,Total_PTS,PTS_per_Minute,Drives_PTS_per_game,Total_Drives_PTS,Drives_PTS_per_Minute,Drives_FG_PCT,Close_Shots_PTS_per_game,Total_Close_Shots_PTS,Close_Shots_PTS_per_Minute,Close_Shots_FG_PCT,Catch_and_Shoot_PTS_per_game,Total_Catch_and_Shoot_PTS,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FG_PCT,Pull_Up_Shots_PTS_per_game,Total_Pull_Up_Shots_PTS,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FG_PCT,eFG_PCT,FG_PCT_on_Drives,Drives_Per_Game,Total_Drives,Drives_per_Minute,Player_PPG_on_Drives,Total_Player_PTS_on_Drives,Player_PTS_on_Drives_per_Minute,Team_PPG_on_Drives,Total_Team_Points_on_Drives,Team_Points_on_Drives_per_Minute,PTS_Per_48_Min_on_Drives,AST_per_game,Total_AST,AST_per_Minute,Passes_per_game,Total_Passes,Passes_per_Minute,FT_Assists_per_game,Total_FT_Assists,FT_Assists_per_Minute,Secondary_Assists_per_game,Total_Secondary_Assists,Secondary_Assists_per_Minute,Assist_opportunities_per_game,Total_Assist_opportunities,Assist_opportunities_per_Minute,Points_created_by_assist_per_game,Total_Points_created_by_assist,Points_created_by_assist_per_Minute,Points_Created_by_AST_Per_48_Min,Touches_per_game,Total_Touches,Touches_per_Minute,Front_Court_Touches_per_game,Total_Front_Court_Touches,Front_Court_Touches_per_Minute,Time_of_Possession_per_game__min,Total_Time_of_Possession,Close_Touches_per_game,Total_Close_Touches,Close_Touches_per_Minute,Elbow_Touches_per_game,Total_Elbow_Touches,Elbow_Touches_per_Minute,PTS_Per_Touch,PTS_Per_Half_Court_Touch
Jordan Farmar,LAL,PG,18.9,27,1.5,3.8,0.1,0,0,0,18,19.1,343.8,0.7,12.6,0.0366492147,0.2,4,0.0116346713,0.7,12.6,0.0366492147,1.2,21.6,0.0628272251,0.62,35.00,1.90,,0.70,12.6,0.0366492147,1.80,32.4,0.0942408377,0.39,0.5,9,0.0261780105,1.5,27,0.0785340314,0.333,0.53,2.9,53,0.154159395,0.671,4.4,79.2,0.2303664921,0.6,10.8,0.0314136126,2.3,41.4,0.1204188482,0.208,1.4,25.5,0.0741710297,4.5,3.6,84,4.7,0.0136707388,2,36,0.1047120419,4.7,84.6,0.2460732984,0.429,0.7,12.6,0.0366492147,1.6,28.8,0.0837696335,0.429,0.5,9.2,165.6,0.4816753927,2.3,41.4,0.1204188482,0.447,0,0,0,0,1.9,34.2,0.0994764398,0.394,4.7,84.6,0.2460732984,0.429,0.514,0.447,4.5,81,0.2356020942,2.3,41,0.119255381,5.2,93.6,0.2722513089,5.7,4.4,80,0.2326934264,36.1,649.8,1.890052356,0.2,3.6,0.0104712042,0.7,12.6,0.0366492147,8.7,156.6,0.4554973822,10.9,196.2,0.5706806283,27.4,48,864,2.5130890052,40.5,729,2.1204188482,3.6,64.8,0.1,1.8,0.0052356021,1.6,28.8,0.0837696335,0.19,0.23
Jordan Hamilton,DEN,SF,18.3,19,0.9,2.3,0.0,1,0,1,22,18.5,407,0.9,19.8,0.0486486486,0.2,5,0.0122850123,1.2,26.4,0.0648648649,2,44,0.1081081081,0.63,76.00,3.50,,1.20,26.4,0.0648648649,2.80,61.6,0.1513513514,0.42,1.1,24.2,0.0594594595,2.6,57.2,0.1405405405,0.414,0.613,4.1,90,0.2211302211,0.573,7.1,156.2,0.3837837838,1,22,0.0540540541,3.1,68.2,0.1675675676,0.233,1.3,29,0.0712530713,4.3,3.4,54,2.5,0.0061425061,1,22,0.0540540541,2.9,63.8,0.1567567568,0.365,0.4,8.8,0.0216216216,1,22,0.0540540541,0.364,0.429,8.6,189.2,0.4648648649,1,22,0.0540540541,0.391,0.5,11,0.027027027,0.667,3.5,77,0.1891891892,0.419,2.5,55,0.1351351351,0.365,0.534,0.391,1.5,34,0.0835380835,1,22,0.0540540541,1.9,41.8,0.1027027027,2.6,1,21,0.0515970516,14.5,319,0.7837837838,0.1,2.2,0.0054054054,0.2,4.4,0.0108108108,1.8,39.6,0.0972972973,2.5,55,0.1351351351,6.4,23.7,521,1.2800982801,16.2,356.4,0.8756756757,0.7,15.4,0.5,11,0.027027027,1,22,0.0540540541,0.36,0.53
Jordan Hill,LAL,C,21.2,59,2.4,5.4,0.1,0,0,0,25,21.3,532.5,0.3,7.5,0.014084507,0.8,21,0.0394366197,2.8,70,0.1314553991,5.9,147.5,0.2769953052,0.47,22.00,0.90,,0.40,10,0.0187793427,0.90,22.5,0.0422535211,0.48,0,0,0,0,0,0,0,0.478,8.1,202,0.379342723,0.631,12.8,320,0.6009389671,3.8,95,0.1784037559,4.3,107.5,0.2018779343,0.465,1.5,37.2,0.0698591549,4.2,3.4,0,0,0,0,0,0,0.2,5,0.0093896714,0,0,0,0,0,0,0,0,0,9.4,235,0.441314554,0.2,5,0.0093896714,1,3.4,85,0.1596244131,0.66,0.9,22.5,0.0422535211,0.478,0,0,0,0,0.589,1,0.2,4,0.0075117371,0.2,5,0.0093896714,0.3,7.5,0.014084507,0.5,1,26,0.0488262911,26.4,660,1.2394366197,0.1,2.5,0.0046948357,0.4,10,0.0187793427,1.8,45,0.0845070423,2.9,72.5,0.1361502347,6.5,35.9,898,1.6863849765,17.6,440,0.8262910798,0.8,20,3.6,90,0.1690140845,2.3,57.5,0.1079812207,0.26,0.54
Jose Calderon,DAL,PG,30.7,46,1.9,3.0,0.1,0,0,0,24,30.8,739.2,0.8,19.2,0.025974026,0,1,0.0013528139,1.6,38.4,0.0519480519,2.6,62.4,0.0844155844,0.63,158.00,6.60,,2.20,52.8,0.0714285714,4.80,115.2,0.1558441558,0.47,2.2,52.8,0.0714285714,4.5,108,0.1461038961,0.486,0.693,1.9,45,0.0608766234,0.523,3.6,86.4,0.1168831169,0.3,7.2,0.0097402597,1.5,36,0.0487012987,0.178,2.2,53.9,0.0729166667,4.4,3.5,88,3.7,0.0050054113,1.7,40.8,0.0551948052,4.3,103.2,0.1396103896,0.388,0.3,7.2,0.0097402597,1,24,0.0324675325,0.348,0.427,11.9,285.6,0.3863636364,0.8,19.2,0.025974026,0.615,0.1,2.4,0.0032467532,1,6.6,158.4,0.2142857143,0.465,3.7,88.8,0.1201298701,0.388,0.614,0.615,1.9,46,0.0622294372,0.8,18,0.0243506494,2.4,57.6,0.0779220779,1.2,4.5,107,0.1447510823,63.3,1519.2,2.0551948052,0.3,7.2,0.0097402597,1.2,28.8,0.038961039,8.6,206.4,0.2792207792,10.7,256.8,0.3474025974,16.6,76.2,1829,2.4742965368,59,1416,1.9155844156,4.4,105.6,0.2,4.8,0.0064935065,1.9,45.6,0.0616883117,0.16,0.2
Jose Juan Barea,MIN,PG,18.7,36,1.4,3.6,0.1,0,0,0,26,18.8,488.8,0.4,10.4,0.0212765957,0,0,0,0.4,10.4,0.0212765957,0.7,18.2,0.0372340426,0.59,24.00,0.90,,0.30,7.8,0.0159574468,1.10,28.6,0.0585106383,0.28,0.3,7.8,0.0159574468,1,26,0.0531914894,0.296,0.414,2,51,0.1043371522,0.6,3.3,85.8,0.1755319149,0.3,7.8,0.0159574468,1.6,41.6,0.085106383,0.176,1.4,35.4,0.0724222586,4.3,3.5,107,4.1,0.0083878887,1.8,46.8,0.0957446809,5.1,132.6,0.2712765957,0.348,0.6,15.6,0.0319148936,1.8,46.8,0.0957446809,0.326,0.405,7.8,202.8,0.414893617,3.1,80.6,0.164893617,0.474,0.1,2.6,0.0053191489,0.333,0.9,23.4,0.0478723404,0.276,4.1,106.6,0.2180851064,0.348,0.439,0.474,5.7,148,0.3027823241,3.1,81,0.1657119476,6.3,163.8,0.335106383,8,3.8,98,0.2004909984,33.9,881.4,1.8031914894,0.2,5.2,0.0106382979,0.5,13,0.0265957447,8.5,221,0.4521276596,8.6,223.6,0.4574468085,22,45.2,1175,2.4038461538,38.7,1006.2,2.0585106383,3.3,85.8,0.3,7.8,0.0159574468,1.7,44.2,0.0904255319,0.17,0.2
Josh Childress,NOP,SF,6,1,0.3,2.0,0.0,0,0,0,4,6,24,0.3,1.2,0.05,0,0,0,0.3,1.2,0.05,0.3,1.2,0.05,1.00,0.00,0.00,,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.8,3,0.125,0.6,1.3,5.2,0.2166666667,0.3,1.2,0.05,0.5,2,0.0833333333,0.333,0.4,1.7,0.0708333333,4.2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0.0833333333,0,0,0,0,0,0,0,0.5,2,0.0833333333,5.5,22,0.9166666667,0,0,0,0.3,1.2,0.05,0.5,2,0.0833333333,1,4,0.1666666667,8,5.8,23,0.9583333333,2.8,11.2,0.4666666667,0.2,0.8,0,0,0,0.5,2,0.0833333333,0,0
Josh Harrellson,DET,PF,9.3,20,1.1,5.7,0.1,0,0,0,18,9.4,169.2,0.2,3.6,0.0212765957,0.4,7,0.0413711584,0.9,16.2,0.0957446809,2.2,39.6,0.2340425532,0.43,20.00,1.10,,0.40,7.2,0.0425531915,1.00,18,0.1063829787,0.39,0.3,5.4,0.0319148936,0.8,14.4,0.085106383,0.4,0.556,2.3,41,0.2423167849,0.562,4.1,73.8,0.4361702128,1.1,19.8,0.1170212766,1.2,21.6,0.1276595745,0.463,0.6,11.3,0.06678487,4,3.2,2,0.1,0.0005910165,0.1,1.8,0.0106382979,0.4,7.2,0.0425531915,0.143,0,0,0,0.1,1.8,0.0106382979,0,0.143,2.9,52.2,0.3085106383,0.2,3.6,0.0212765957,0.4,0.3,5.4,0.0319148936,0.6,1.1,19.8,0.1170212766,0.389,0.1,1.8,0.0106382979,0.143,0.543,0.4,0.3,5,0.0295508274,0.2,4,0.0236406619,0.2,3.6,0.0212765957,1.1,0.4,8,0.0472813239,9.2,165.6,0.9787234043,0,0,0,0,0,0,1,18,0.1063829787,0.8,14.4,0.085106383,4.3,12.3,222,1.3120567376,6.1,109.8,0.6489361702,0.2,3.6,0.3,5.4,0.0319148936,0.9,16.2,0.0957446809,0.23,0.48
Josh McRoberts,CHA,PF,29.3,68,2.7,4.5,0.1,0,2,0,25,29.4,735,1,25,0.0340136054,0.5,12,0.0163265306,2.6,65,0.0884353741,4.5,112.5,0.1530612245,0.58,93.00,3.70,,1.30,32.5,0.0442176871,3.90,97.5,0.1326530612,0.34,1.1,27.5,0.037414966,3.2,80,0.1088435374,0.342,0.479,5.7,143,0.1945578231,0.552,10.4,260,0.3537414966,1.9,47.5,0.0646258503,3.8,95,0.1292517007,0.336,2.1,51.6,0.0702040816,4.2,3.4,11,0.4,0.0005442177,0.2,5,0.0068027211,0.6,15,0.0204081633,0.357,0,0,0,0.1,2.5,0.0034013605,0.5,0.393,8.4,210,0.2857142857,1.2,30,0.0408163265,0.5,0.8,20,0.0272108844,0.563,3.7,92.5,0.1258503401,0.34,0.4,10,0.0136054422,0.357,0.508,0.5,1.9,47,0.0639455782,1.2,31,0.0421768707,2.1,52.5,0.0714285714,2,4.2,105,0.1428571429,66,1650,2.2448979592,0.4,10,0.0136054422,0.6,15,0.0204081633,8.5,212.5,0.2891156463,9.2,230,0.3129251701,15,75.8,1896,2.5795918367,41.9,1047.5,1.425170068,1.7,42.5,1.1,27.5,0.037414966,7,175,0.2380952381,0.11,0.2
Josh Smith,DET,SF,35.9,74,2.7,3.7,0.1,0,3,0,27,36.1,974.7,1.5,40.5,0.0415512465,1.4,39,0.0400123115,3.2,86.4,0.0886426593,7,189,0.1939058172,0.46,112.00,4.10,,1.60,43.2,0.0443213296,5.00,135,0.1385041551,0.31,1,27,0.027700831,3.6,97.2,0.0997229917,0.289,0.418,6.5,176,0.18056838,0.559,11.7,315.9,0.324099723,2,54,0.055401662,4.6,124.2,0.1274238227,0.301,2.3,61.5,0.0630963373,3.8,3,26,1,0.0010259567,0.4,10.8,0.0110803324,2.3,62.1,0.0637119114,0.197,0.1,2.7,0.0027700831,0.4,10.8,0.0110803324,0.2,0.213,15.2,410.4,0.4210526316,1.8,48.6,0.0498614958,0.444,1.7,45.9,0.0470914127,0.606,4.1,110.7,0.1135734072,0.313,1,27,0.027700831,0.197,0.446,0.444,2.8,76,0.0779727096,1.8,49,0.0502718785,3.6,97.2,0.0997229917,2.4,3.4,91,0.0933620601,36.6,988.2,1.0138504155,0.3,8.1,0.0083102493,0.8,21.6,0.0221606648,5.9,159.3,0.163434903,7.5,202.5,0.2077562327,10,56.1,1516,1.5553503642,39.9,1077.3,1.1052631579,1.7,45.9,2.6,70.2,0.0720221607,2.9,78.3,0.08033241,0.27,0.38
Jrue Holiday,NOP,PG,34.4,69,2.9,4.0,0.1,0,0,0,24,34.5,828,1.6,38.4,0.0463768116,0.4,10,0.0120772947,1.1,26.4,0.031884058,1.9,45.6,0.0550724638,0.60,36.00,1.50,,0.50,12,0.0144927536,1.40,33.6,0.0405797101,0.39,0.4,9.6,0.0115942029,1,24,0.0289855072,0.435,0.545,4.3,104,0.1256038647,0.608,7.1,170.4,0.2057971014,1,24,0.0289855072,3.3,79.2,0.0956521739,0.231,2.5,59.5,0.0718599034,4.3,3.5,164,6.8,0.0082125604,3.1,74.4,0.0898550725,7.7,184.8,0.2231884058,0.408,0.6,14.4,0.0173913043,1.6,38.4,0.0463768116,0.368,0.446,15.1,362.4,0.4376811594,4.9,117.6,0.1420289855,0.49,0.9,21.6,0.0260869565,0.615,1.5,36,0.0434782609,0.394,6.8,163.2,0.1971014493,0.408,0.491,0.49,7.7,185,0.2234299517,4.9,117,0.1413043478,8.9,213.6,0.2579710145,6.8,8.1,194,0.2342995169,61.2,1468.8,1.7739130435,0.9,21.6,0.0260869565,0.8,19.2,0.0231884058,14.7,352.8,0.4260869565,18.7,448.8,0.5420289855,26,81.2,1948,2.3526570048,65.3,1567.2,1.8927536232,6.3,151.2,1,24,0.0289855072,4.5,108,0.1304347826,0.19,0.23
Julyan Stone,TOR,SG,7.3,9,0.8,4.9,0.1,0,0,0,12,7.4,88.8,0.1,1.2,0.0135135135,0,0,0,0.2,2.4,0.027027027,0.5,6,0.0675675676,0.33,6.00,0.50,,0.20,2.4,0.027027027,0.60,7.2,0.0810810811,0.29,0.2,2.4,0.027027027,0.6,7.2,0.0810810811,0.286,0.429,0.6,7,0.0788288288,0.467,1.3,15.6,0.1756756757,0.2,2.4,0.027027027,0.4,4.8,0.0540540541,0.286,0.5,6.3,0.0709459459,4.3,3.4,0,0,0,0,0,0,0.1,1.2,0.0135135135,0,0,0,0,0,0,0,0,0,1.5,18,0.2027027027,0.7,8.4,0.0945945946,1,0.2,2.4,0.027027027,0.333,0.5,6,0.0675675676,0.286,0,0,0,0,0.533,1,1,12,0.1351351351,0.7,8,0.0900900901,1.4,16.8,0.1891891892,4.3,0.8,10,0.1126126126,13,156,1.7567567568,0.3,3.6,0.0405405405,0,0,0,2.5,30,0.3378378378,2.3,27.6,0.3108108108,15.1,15.1,181,2.0382882883,12.5,150,1.6891891892,1.2,14.4,0.3,3.6,0.0405405405,0.4,4.8,0.0540540541,0.1,0.12
Kawhi Leonard,SAS,SF,28.6,50,1.9,3.2,0.1,0,0,0,25,28.5,712.5,1.9,47.5,0.0666666667,0.4,10,0.0140350877,1.3,32.5,0.0456140351,2.5,62.5,0.0877192982,0.51,56.00,2.20,,0.80,20,0.0280701754,2.50,62.5,0.0877192982,0.33,0.6,15,0.0210526316,2.2,55,0.0771929825,0.255,0.444,6,151,0.2119298246,0.634,9.5,237.5,0.3333333333,2,50,0.0701754386,4,100,0.1403508772,0.338,2.1,52.5,0.0736842105,4.4,3.5,67,2.7,0.0037894737,1.2,30,0.0421052632,3,75,0.1052631579,0.419,0.2,5,0.0070175439,0.3,7.5,0.0105263158,0.625,0.453,11.9,297.5,0.4175438596,1.3,32.5,0.0456140351,0.517,1.7,42.5,0.0596491228,0.645,2.2,55,0.0771929825,0.333,2.7,67.5,0.0947368421,0.419,0.542,0.517,2.2,56,0.0785964912,1.3,33,0.0463157895,2.3,57.5,0.0807017544,2.2,1.6,41,0.0575438596,26.5,662.5,0.9298245614,0.1,2.5,0.0035087719,0.4,10,0.0140350877,3.2,80,0.1122807018,3.9,97.5,0.1368421053,6.5,39.4,985,1.3824561404,30.8,770,1.0807017544,1.3,32.5,1.8,45,0.0631578947,1.4,35,0.049122807,0.3,0.39
Keith Bogans,BOS,SG,7,1,0.3,1.7,0.0,0,0,0,4,7.2,28.8,0.3,1.2,0.0416666667,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,,0.00,0,0,0.50,2,0.0694444444,0.00,0,0,0,0.5,2,0.0694444444,0,0,0.3,1,0.0347222222,0.167,1.5,6,0.2083333333,0,0,0,0.3,1.2,0.0416666667,0,0.5,1.9,0.0659722222,3.9,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0.0347222222,0,0,0,0.5,2,0.0694444444,0,0,0,0,7.5,30,1.0416666667,0,0,0,0,0,0,0.5,2,0.0694444444,0,0,0,0,8.5,34,1.1805555556,6.8,27.2,0.9444444444,0.3,1.2,0,0,0,0.3,1.2,0.0416666667,0,0
Kelly Olynyk,BOS,C,20.6,58,3.4,7.9,0.2,0,0,0,17,20.9,355.3,0.5,8.5,0.023923445,0.3,5,0.0140726147,2.6,44.2,0.1244019139,4.4,74.8,0.2105263158,0.61,28.00,1.60,,0.60,10.2,0.028708134,2.60,44.2,0.1244019139,0.24,0.4,6.8,0.019138756,1.4,23.8,0.0669856459,0.261,0.311,5,85,0.2392344498,0.57,8.8,149.6,0.4210526316,2.1,35.7,0.1004784689,2.9,49.3,0.1387559809,0.424,1.5,25.5,0.0717703349,4.3,3.4,2,0.1,0.0002814523,0.1,1.7,0.004784689,0.4,6.8,0.019138756,0.167,0,0,0,0,0,0,0,0.167,7.1,120.7,0.3397129187,0.4,6.8,0.019138756,0.4,1.6,27.2,0.0765550239,0.706,1.6,27.2,0.0765550239,0.244,0.1,1.7,0.004784689,0.167,0.426,0.4,0.9,15,0.0422178441,0.4,6,0.0168871376,1.1,18.7,0.0526315789,0.8,1.5,25,0.0703630735,28.6,486.2,1.3684210526,0.1,1.7,0.004784689,0.2,3.4,0.009569378,2.9,49.3,0.1387559809,3.5,59.5,0.1674641148,8,39.1,664,1.8688432311,20.8,353.6,0.995215311,0.8,13.6,1.8,30.6,0.0861244019,3.1,52.7,0.1483253589,0.18,0.34
Kemba Walker,CHA,PG,35.4,39,1.5,2.0,0.0,0,0,0,26,35.5,923,1.5,39,0.0422535211,0.5,14,0.0151679307,1,26,0.0281690141,2,52,0.0563380282,0.51,88.00,3.40,,1.20,31.2,0.0338028169,3.50,91,0.0985915493,0.35,0.9,23.4,0.0253521127,2.8,72.8,0.0788732394,0.329,0.484,4.1,106,0.1148429036,0.541,7.5,195,0.2112676056,1.1,28.6,0.0309859155,3,78,0.0845070423,0.264,2.5,63.7,0.0690140845,4.1,3.3,202,7.8,0.0084507042,3.6,93.6,0.1014084507,9.2,239.2,0.2591549296,0.389,0.6,15.6,0.0169014085,1.6,41.6,0.0450704225,0.381,0.423,17.8,462.8,0.5014084507,3.4,88.4,0.0957746479,0.397,0.2,5.2,0.0056338028,0.4,3.4,88.4,0.0957746479,0.352,7.8,202.8,0.2197183099,0.389,0.457,0.397,5.5,143,0.1549295775,3.4,89,0.0964247021,5.9,153.4,0.1661971831,4.6,4.5,116,0.1256771398,76.8,1996.8,2.1633802817,0.5,13,0.014084507,1.6,41.6,0.0450704225,10,260,0.2816901408,10.1,262.6,0.2845070423,13.7,99.6,2589,2.8049837486,87.9,2285.4,2.476056338,6.9,179.4,0.5,13,0.014084507,4.7,122.2,0.1323943662,0.18,0.2
Kendrick Perkins,OKC,C,18.2,67,2.9,7.7,0.2,1,3,0,22,18.3,402.6,0.4,8.8,0.0218579235,0.5,12,0.0298062593,1,22,0.0546448087,2.7,59.4,0.1475409836,0.37,2.00,0.10,,0.00,0,0,0.00,0,0,1.00,0,0,0,0,0,0,0,1,3.5,78,0.1937406855,0.513,6.9,151.8,0.3770491803,1.3,28.6,0.0710382514,2.2,48.4,0.1202185792,0.372,1.2,26.4,0.0655737705,3.9,3.2,0,0,0,0,0,0,0.1,2.2,0.0054644809,0,0,0,0,0,0,0,0,0,3.2,70.4,0.174863388,0.1,2.2,0.0054644809,0.5,1.4,30.8,0.0765027322,0.65,0.1,2.2,0.0054644809,1,0,0,0,0,0.491,0.5,0.1,2,0.0049677099,0.1,2,0.0049677099,0.1,2.2,0.0054644809,0.2,1.4,30,0.0745156483,21.1,464.2,1.1530054645,0,0,0,0.2,4.4,0.0109289617,2.4,52.8,0.131147541,3,66,0.1639344262,7.8,26.1,574,1.4257327372,12.4,272.8,0.6775956284,0.6,13.2,1.9,41.8,0.1038251366,2.6,57.2,0.1420765027,0.12,0.26
Kenneth Faried,DEN,PF,24.4,43,1.8,3.5,0.1,0,0,0,24,24.6,590.4,0.7,16.8,0.0284552846,0.8,19,0.0321815718,2.3,55.2,0.093495935,4.3,103.2,0.174796748,0.53,14.00,0.60,,0.30,7.2,0.012195122,0.70,16.8,0.0284552846,0.44,0,0,0,0.1,2.4,0.0040650407,0,0.438,8.5,204,0.3455284553,0.568,15,360,0.6097560976,3.4,81.6,0.1382113821,5.1,122.4,0.2073170732,0.402,1.7,41.7,0.0706300813,4.2,3.4,6,0.3,0.0005081301,0.1,2.4,0.0040650407,0.3,7.2,0.012195122,0.5,0,0,0,0,0,0,0,0.5,10.1,242.4,0.4105691057,0.3,7.2,0.012195122,0.571,2.8,67.2,0.1138211382,0.508,0.6,14.4,0.0243902439,0.438,0.3,7.2,0.012195122,0.5,0.531,0.571,0.5,11,0.0186314363,0.3,8,0.0135501355,0.5,12,0.0203252033,0.7,0.8,20,0.0338753388,26.2,628.8,1.0650406504,0,0,0,0.3,7.2,0.012195122,1.6,38.4,0.0650406504,1.8,43.2,0.0731707317,3.6,37.1,890,1.5074525745,16.9,405.6,0.6869918699,0.7,16.8,3.7,88.8,0.1504065041,2.3,55.2,0.093495935,0.27,0.6
Kent Bazemore,GSW,SG,6.2,24,1.1,8.4,0.2,0,0,0,21,6.3,132.3,0.3,6.3,0.0476190476,0.1,3,0.022675737,0.2,4.2,0.0317460317,0.6,12.6,0.0952380952,0.31,5.00,0.20,,0.10,2.1,0.0158730159,0.40,8.4,0.0634920635,0.22,0,0,0,0.3,6.3,0.0476190476,0.143,0.278,1,22,0.1662887377,0.647,1.6,33.6,0.253968254,0.1,2.1,0.0158730159,1,21,0.1587301587,0.091,0.5,9.8,0.0740740741,4.4,3.5,24,1.1,0.0083144369,0.5,10.5,0.0793650794,1.2,25.2,0.1904761905,0.385,0.2,4.2,0.0317460317,0.4,8.4,0.0634920635,0.5,0.462,2.3,48.3,0.3650793651,0.6,12.6,0.0952380952,0.556,0,0,0,0,0.2,4.2,0.0317460317,0.222,1.1,23.1,0.1746031746,0.385,0.44,0.556,0.8,16,0.1209372638,0.6,13,0.0982615268,0.9,18.9,0.1428571429,4.7,0.4,8,0.0604686319,6.5,136.5,1.0317460317,0,0,0,0.1,2.1,0.0158730159,1.1,23.1,0.1746031746,1,21,0.1587301587,7.6,10,211,1.5948601663,8.1,170.1,1.2857142857,0.6,12.6,0,0,0,0.3,6.3,0.0476190476,0.23,0.29
Kentavious Caldwell-Pope,DET,SG,23.8,49,2.0,4.0,0.1,0,0,0,25,24,600,1,25,0.0416666667,0.1,2,0.0033333333,0.4,10,0.0166666667,0.7,17.5,0.0291666667,0.65,86.00,3.40,,1.20,30,0.05,3.80,95,0.1583333333,0.33,1,25,0.0416666667,2.7,67.5,0.1125,0.353,0.457,2.4,60,0.1,0.612,3.9,97.5,0.1625,0.4,10,0.0166666667,2,50,0.0833333333,0.167,1.7,41.4,0.069,4.1,3.3,20,0.8,0.0013333333,0.4,10,0.0166666667,1.9,47.5,0.0791666667,0.213,0,0,0,0.3,7.5,0.0125,0,0.213,7.4,185,0.3083333333,0.5,12.5,0.0208333333,0.4,0.5,12.5,0.0208333333,0.75,3.4,85,0.1416666667,0.33,0.8,20,0.0333333333,0.213,0.435,0.4,0.7,17,0.0283333333,0.5,12,0.02,0.7,17.5,0.0291666667,1,0.9,23,0.0383333333,16.9,422.5,0.7041666667,0,0,0,0.5,12.5,0.0208333333,1.6,40,0.0666666667,2.2,55,0.0916666667,4.3,25.7,642,1.07,19.5,487.5,0.8125,0.7,17.5,0.4,10,0.0166666667,1.2,30,0.05,0.29,0.38
