Player,Team,Position,Hollinger_MPG,Hollinger_PF,Hollinger_PFPG,Hollinger_PFP48M,PF_per_MIN,Hollinger_FLAG,Hollinger_TECH,Hollinger_EJECT,GP,MIN_per_game,Total_MIN,STL_per_game,Total_STL,STL_per_MIN,BLK_per_game,Total_BLK,BLK_per_MIN,Opp_FGM_at_Rim_per_game,Total_Opp_FGM_at_Rim,Opp_FGM_at_Rim_per_min,Opp_FGA_at_Rim_per_game,Total_Opp_FGA_at_Rim,Opp_FGA_at_Rim_per_Minute,Opp_FGP_at_Rim,Catch_and_Shoot_Total_PTS,Catch_and_Shoot_PTS_per_game,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FGM_per_game,Total_Catch_and_Shoot_FGM,Catch_and_Shoot_FGM_per_Minute,Catch_and_Shoot_FGA_per_game,Total_Catch_and_Shoot_FGA,Catch_and_Shoot_FGA_per_Minute,Catch_and_Shoot_FG_PCT,Catch_and_Shoot_3FGM_per_game,Total_Catch_and_Shoot_3FGM,Catch_and_Shoot_3FGM_per_Minute,Catch_and_Shoot_3FGA_per_game,Total_Catch_and_Shoot_3FGA,Catch_and_Shoot_3FGA_per_Minute,Catch_and_Shoot_3FG_PCT,Catch_and_Shoot_eFG_PCT,REB_per_game,Total_REB,REB_per_Minute,Percentage_of_rebounds_per_chance,REB_Chances_per_game,Total_REB_Chances,REB_Chances_per_Minute,Contested_REB_per_game,Total_Contested_REB,Contested_REB_per_Minute,Uncontested_REB_per_game,Total_Uncontested_REB,Uncontested_REB_per_Minute,Contested_REB_Percentage,Distance_Traveled_Per_Game_miles,Distance_Traveled_total_miles,Distance_Traveled_per_Minute,Average_Speed_mph,Distance_Traveled_Per_48_Minutes_miles,Pull_Up_Shots_Total_PTS,Pull_Up_Shots_PTS_per_game,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FGM_per_game,Total_Pull_Up_Shots_FGM,Pull_Up_Shots_FGM_per_Minute,Pull_Up_Shots_FGA_per_game,Total_Pull_Up_Shots_FGA,Pull_Up_Shots_FGA_per_Minute,Pull_Up_Shots_FG_PCT,Pull_Up_Shots_FG3M_per_game,Total_Pull_Up_Shots_FG3M,Pull_Up_Shots_FG3M_per_Minute,Pull_Up_Shots_FG3A_per_game,Total_Pull_Up_Shots_FG3A,Pull_Up_Shots_FG3A_per_Minute,Pull_Up_Shots_FG3_PCT,Pull_Up_Shots_EFG_PCT,PTS_per_game,Total_PTS,PTS_per_Minute,Drives_PTS_per_game,Total_Drives_PTS,Drives_PTS_per_Minute,Drives_FG_PCT,Close_Shots_PTS_per_game,Total_Close_Shots_PTS,Close_Shots_PTS_per_Minute,Close_Shots_FG_PCT,Catch_and_Shoot_PTS_per_game,Total_Catch_and_Shoot_PTS,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FG_PCT,Pull_Up_Shots_PTS_per_game,Total_Pull_Up_Shots_PTS,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FG_PCT,eFG_PCT,FG_PCT_on_Drives,Drives_Per_Game,Total_Drives,Drives_per_Minute,Player_PPG_on_Drives,Total_Player_PTS_on_Drives,Player_PTS_on_Drives_per_Minute,Team_PPG_on_Drives,Total_Team_Points_on_Drives,Team_Points_on_Drives_per_Minute,PTS_Per_48_Min_on_Drives,AST_per_game,Total_AST,AST_per_Minute,Passes_per_game,Total_Passes,Passes_per_Minute,FT_Assists_per_game,Total_FT_Assists,FT_Assists_per_Minute,Secondary_Assists_per_game,Total_Secondary_Assists,Secondary_Assists_per_Minute,Assist_opportunities_per_game,Total_Assist_opportunities,Assist_opportunities_per_Minute,Points_created_by_assist_per_game,Total_Points_created_by_assist,Points_created_by_assist_per_Minute,Points_Created_by_AST_Per_48_Min,Touches_per_game,Total_Touches,Touches_per_Minute,Front_Court_Touches_per_game,Total_Front_Court_Touches,Front_Court_Touches_per_Minute,Time_of_Possession_per_game__min,Total_Time_of_Possession,Close_Touches_per_game,Total_Close_Touches,Close_Touches_per_Minute,Elbow_Touches_per_game,Total_Elbow_Touches,Elbow_Touches_per_Minute,PTS_Per_Touch,PTS_Per_Half_Court_Touch
Randy Foye,DEN,SG,24.9,61,2.5,4.9,0.1,0,0,0,24,25.1,602.4,0.8,19.2,0.03187251,0.5,12,0.0199203187,1.1,26.4,0.0438247012,1.8,43.2,0.0717131474,0.64,107.00,4.50,,1.50,36,0.0597609562,4.10,98.4,0.1633466135,0.38,1.4,33.6,0.0557768924,3.7,88.8,0.1474103586,0.371,0.546,2.2,52,0.0863213811,0.531,4.1,98.4,0.1633466135,0.4,9.6,0.015936255,1.8,43.2,0.0717131474,0.173,1.7,41.4,0.0687250996,4.1,3.3,53,2.2,0.0036520584,1,24,0.0398406375,3.2,76.8,0.1274900398,0.303,0.3,7.2,0.0119521912,1,24,0.0398406375,0.292,0.349,9.3,223.2,0.3705179283,1.1,26.4,0.0438247012,0.5,0.4,9.6,0.015936255,0.6,4.5,108,0.1792828685,0.378,2.2,52.8,0.0876494024,0.303,0.477,0.5,1.6,38,0.0630810093,1.1,26,0.0431606906,2,48,0.0796812749,2.1,2.1,51,0.0846613546,20.3,487.2,0.8087649402,0.2,4.8,0.0079681275,0.5,12,0.0199203187,3.6,86.4,0.1434262948,4.8,115.2,0.1912350598,9.2,30.8,740,1.2284196547,25.9,621.6,1.03187251,1.2,28.8,0.5,12,0.0199203187,1.5,36,0.0597609562,0.3,0.36
Rashard Lewis,MIA,PF,19,44,1.8,4.6,0.1,0,0,0,24,19.2,460.8,1.1,26.4,0.0572916667,0.2,5,0.0108506944,1.3,31.2,0.0677083333,2.5,60,0.1302083333,0.53,64.00,2.70,,0.90,21.6,0.046875,2.50,60,0.1302083333,0.36,0.8,19.2,0.0416666667,2.4,57.6,0.125,0.351,0.525,2.3,55,0.1193576389,0.585,3.9,93.6,0.203125,0.4,9.6,0.0208333333,1.9,45.6,0.0989583333,0.182,1.4,33.4,0.0724826389,4.3,3.5,13,0.5,0.0010850694,0.3,7.2,0.015625,0.5,12,0.0260416667,0.462,0,0,0,0.1,2.4,0.0052083333,0.5,0.5,4.3,103.2,0.2239583333,0.2,4.8,0.0104166667,0.4,0.2,4.8,0.0104166667,0.4,2.7,64.8,0.140625,0.361,0.5,12,0.0260416667,0.462,0.516,0.4,0.8,18,0.0390625,0.2,5,0.0108506944,0.6,14.4,0.03125,0.5,1.2,29,0.0629340278,23,552,1.1979166667,0,0,0,0.4,9.6,0.0208333333,1.8,43.2,0.09375,3,72,0.15625,7.5,28,672,1.4583333333,13.6,326.4,0.7083333333,0.5,12,0.8,19.2,0.0416666667,1.5,36,0.078125,0.15,0.32
Rasual Butler,IND,SG,6.5,5,0.5,3.7,0.1,0,0,0,10,6.5,65,0,0,0,0.2,2,0.0307692308,0.7,7,0.1076923077,0.8,8,0.1230769231,0.88,23.00,2.30,,0.80,8,0.1230769231,1.30,13,0.2,0.62,0.7,7,0.1076923077,1.2,12,0.1846153846,0.583,0.885,0.6,6,0.0923076923,0.6,1,10,0.1538461538,0.3,3,0.0461538462,0.3,3,0.0461538462,0.5,0.4,4.5,0.0692307692,4.1,3.3,7,0.7,0.0107692308,0.3,3,0.0461538462,0.5,5,0.0769230769,0.6,0.1,1,0.0153846154,0.1,1,0.0153846154,1,0.7,3,30,0.4615384615,0,0,0,0,0.2,2,0.0307692308,1,2.3,23,0.3538461538,0.615,0.7,7,0.1076923077,0.6,0.833,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0.0307692308,4.1,41,0.6307692308,0.1,1,0.0153846154,0.2,2,0.0307692308,0.6,6,0.0923076923,0.5,5,0.0769230769,3.7,6.4,64,0.9846153846,4.9,49,0.7538461538,0.1,1,0.1,1,0.0153846154,0.6,6,0.0923076923,0.47,0.61
Ray Allen,MIA,SG,25.2,36,1.6,3.1,0.1,0,0,0,22,25.3,556.6,1,22,0.0395256917,0.2,4,0.0071864894,1,22,0.0395256917,1.9,41.8,0.0750988142,0.54,98.00,4.50,,1.50,33,0.0592885375,3.70,81.4,0.1462450593,0.42,1.4,30.8,0.0553359684,3.3,72.6,0.1304347826,0.411,0.598,2.7,60,0.107797341,0.6,4.5,99,0.1778656126,0.4,8.8,0.0158102767,2.3,50.6,0.0909090909,0.15,1.8,38.8,0.0697089472,4.2,3.3,28,1.3,0.0023356091,0.6,13.2,0.023715415,1.8,39.6,0.0711462451,0.325,0.1,2.2,0.0039525692,0.4,8.8,0.0158102767,0.25,0.35,9.8,215.6,0.3873517787,1.8,39.6,0.0711462451,0.696,0.3,6.6,0.0118577075,0.429,4.5,99,0.1778656126,0.415,1.3,28.6,0.0513833992,0.325,0.552,0.696,2.6,58,0.1042040963,1.8,39,0.0700682716,4.4,96.8,0.1739130435,3.4,2.3,50,0.0898311175,21.8,479.6,0.8616600791,0.2,4.4,0.0079051383,0.5,11,0.0197628458,3.8,83.6,0.1501976285,5.7,125.4,0.2252964427,10.8,32,705,1.2666187567,24.1,530.2,0.95256917,0.9,19.8,0.7,15.4,0.0276679842,2,44,0.0790513834,0.3,0.4
Ray McCallum,SAC,PG,2,1,0.2,4.8,0.1,0,0,0,5,2,10,0,0,0,0,0,0,0,0,0,0.2,1,0.1,0.00,0.00,0.00,,0.00,0,0,0.20,1,0.1,0.00,0,0,0,0.2,1,0.1,0,0,0.2,1,0.1,0.5,0.4,2,0.2,0.2,1,0.1,0,0,0,1,0.2,0.8,0.08,4.5,3.6,2,0.4,0.04,0.2,1,0.1,1,5,0.5,0.2,0,0,0,0.2,1,0.1,0,0.2,0.4,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0.9,0,0,0,0,0,0,0.2,1,0.1,0,0,0,0,3.2,16,1.6,2.4,12,1.2,0.4,2,0,0,0,0.4,2,0.2,0.13,0.17
Raymond Felton,NYK,PG,32.4,40,2.5,3.7,0.1,0,0,0,16,32.5,520,0.9,14.4,0.0276923077,0.6,10,0.0192307692,1.1,17.6,0.0338461538,2.3,36.8,0.0707692308,0.50,37.00,2.30,,0.80,12.8,0.0246153846,2.80,44.8,0.0861538462,0.29,0.7,11.2,0.0215384615,2.3,36.8,0.0707692308,0.306,0.411,2.4,39,0.075,0.488,5,80,0.1538461538,0.5,8,0.0153846154,1.9,30.4,0.0584615385,0.205,2.1,34.2,0.0657692308,4,3.2,62,3.9,0.0075,1.8,28.8,0.0553846154,5.1,81.6,0.1569230769,0.341,0.4,6.4,0.0123076923,1.6,25.6,0.0492307692,0.24,0.378,10.3,164.8,0.3169230769,2.4,38.4,0.0738461538,0.386,0.6,9.6,0.0184615385,0.833,2.3,36.8,0.0707692308,0.289,3.9,62.4,0.12,0.341,0.444,0.386,5.4,86,0.1653846154,2.4,39,0.075,5.4,86.4,0.1661538462,3.6,5.2,83,0.1596153846,58.2,931.2,1.7907692308,0.1,1.6,0.0030769231,1.1,17.6,0.0338461538,10.7,171.2,0.3292307692,11.8,188.8,0.3630769231,17.4,73.3,1172,2.2538461538,61.5,984,1.8923076923,5.5,88,0.6,9.6,0.0184615385,2.1,33.6,0.0646153846,0.14,0.17
Reggie Bullock,LAC,SG,10.3,10,0.6,2.7,0.1,0,0,0,17,10.4,176.8,0.1,1.7,0.0096153846,0.1,1,0.0056561086,0.3,5.1,0.0288461538,0.5,8.5,0.0480769231,0.56,21.00,1.20,,0.40,6.8,0.0384615385,1.60,27.2,0.1538461538,0.26,0.4,6.8,0.0384615385,1.5,25.5,0.1442307692,0.28,0.389,1.4,23,0.1300904977,0.605,2.2,37.4,0.2115384615,0.5,8.5,0.0480769231,0.9,15.3,0.0865384615,0.348,0.7,12.4,0.0701357466,4.2,3.4,8,0.5,0.0028280543,0.2,3.4,0.0192307692,0.7,11.9,0.0673076923,0.333,0,0,0,0.1,1.7,0.0096153846,0,0.333,2.7,45.9,0.2596153846,0.2,3.4,0.0192307692,1,0,0,0,0,1.2,20.4,0.1153846154,0.259,0.5,8.5,0.0480769231,0.333,0.467,1,0.1,1,0.0056561086,0.2,3,0.0169683258,0.2,3.4,0.0192307692,0.8,0.2,4,0.0226244344,5.9,100.3,0.5673076923,0,0,0,0,0,0,0.8,13.6,0.0769230769,0.5,8.5,0.0480769231,2.4,9.2,156,0.8823529412,6.3,107.1,0.6057692308,0.2,3.4,0,0,0,0.6,10.2,0.0576923077,0.29,0.43
Reggie Evans,BKN,PF,13.1,34,1.9,6.9,0.1,0,1,0,18,13.1,235.8,0.2,3.6,0.0152671756,0.1,2,0.0084817642,1.6,28.8,0.1221374046,2.8,50.4,0.213740458,0.57,0.00,0.00,,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4.6,83,0.3519932146,0.615,7.5,135,0.572519084,1.5,27,0.1145038168,3.1,55.8,0.2366412214,0.325,0.9,15.9,0.0674300254,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,37.8,0.1603053435,0.2,3.6,0.0152671756,1,1.1,19.8,0.0839694656,0.471,0,0,0,0,0,0,0,0,0.355,1,0.2,4,0.0169635284,0.2,3,0.0127226463,0.2,3.6,0.0152671756,0.6,0.1,2,0.0084817642,12.9,232.2,0.9847328244,0,0,0,0.1,1.8,0.0076335878,0.7,12.6,0.0534351145,0.2,3.6,0.0152671756,0.8,16.7,300,1.272264631,6.9,124.2,0.5267175573,0.4,7.2,1.6,28.8,0.1221374046,1.4,25.2,0.106870229,0.13,0.3
Reggie Jackson,OKC,PG,24.7,31,1.2,2.4,0.1,0,0,0,24,24.8,595.2,0.9,21.6,0.0362903226,0.1,2,0.0033602151,1,24,0.0403225806,2.3,55.2,0.0927419355,0.46,38.00,1.60,,0.50,12,0.0201612903,1.70,40.8,0.0685483871,0.33,0.5,12,0.0201612903,1.5,36,0.060483871,0.343,0.475,3.8,91,0.1528897849,0.535,7.1,170.4,0.2862903226,0.6,14.4,0.0241935484,3.2,76.8,0.1290322581,0.165,1.7,40.6,0.0682123656,4.1,3.3,87,3.6,0.0060483871,1.7,40.8,0.0685483871,4.5,108,0.1814516129,0.376,0.2,4.8,0.0080645161,0.9,21.6,0.0362903226,0.227,0.399,12,288,0.4838709677,4.7,112.8,0.189516129,0.512,0.3,7.2,0.0120967742,0.667,1.6,38.4,0.064516129,0.325,3.6,86.4,0.1451612903,0.376,0.508,0.512,5.4,129,0.216733871,4.7,112,0.188172043,6.8,163.2,0.2741935484,9,3.5,83,0.1394489247,34.7,832.8,1.3991935484,0.5,12,0.0201612903,0.9,21.6,0.0362903226,7,168,0.2822580645,8.1,194.4,0.3266129032,15.6,49.2,1181,1.9842069892,39.5,948,1.5927419355,3.5,84,0.6,14.4,0.0241935484,2.4,57.6,0.0967741935,0.24,0.3
Richard Jefferson,UTA,SF,26.7,58,2.1,3.7,0.1,0,1,0,28,26.8,750.4,0.6,16.8,0.0223880597,0.3,7,0.0093283582,1.5,42,0.0559701493,2.7,75.6,0.1007462687,0.55,121.00,4.30,,1.50,42,0.0559701493,3.90,109.2,0.1455223881,0.40,1.3,36.4,0.0485074627,3.1,86.8,0.1156716418,0.407,0.56,2.9,80,0.1066098081,0.53,5.4,151.2,0.2014925373,0.3,8.4,0.0111940299,2.5,70,0.0932835821,0.113,1.8,50.7,0.0675639659,4,3.2,26,0.9,0.0011993603,0.4,11.2,0.0149253731,1.5,42,0.0559701493,0.286,0.1,2.8,0.0037313433,0.2,5.6,0.0074626866,0.333,0.31,9.7,271.6,0.3619402985,2.2,61.6,0.0820895522,0.5,0.5,14,0.0186567164,0.385,4.3,120.4,0.1604477612,0.398,0.9,25.2,0.0335820896,0.286,0.509,0.5,3.1,88,0.1172707889,2.2,61,0.0812899787,3.7,103.6,0.1380597015,3.9,1.6,46,0.0613006397,28.3,792.4,1.0559701493,0.2,5.6,0.0074626866,0.4,11.2,0.0149253731,3.3,92.4,0.1231343284,3.9,109.2,0.1455223881,7,39.6,1108,1.4765458422,32.5,910,1.2126865672,1.2,33.6,1,28,0.0373134328,1.4,39.2,0.052238806,0.24,0.3
Ricky Ledo,DAL,SG,2.7,1,0.2,3.0,0.1,0,0,0,6,2.6,15.6,0,0,0,0,0,0,0.2,1.2,0.0769230769,0.3,1.8,0.1153846154,0.50,3.00,0.50,,0.20,1.2,0.0769230769,0.50,3,0.1923076923,0.33,0.2,1.2,0.0769230769,0.5,3,0.1923076923,0.333,0.5,0.3,2,0.1282051282,0.4,0.8,4.8,0.3076923077,0.2,1.2,0.0769230769,0.2,1.2,0.0769230769,0.5,0.2,1.1,0.0705128205,4.2,3.4,0,0,0,0,0,0,0.8,4.8,0.3076923077,0,0,0,0,0.2,1.2,0.0769230769,0,0,1.2,7.2,0.4615384615,0,0,0,0,0,0,0,0,0.5,3,0.1923076923,0.333,0,0,0,0,0.25,0,0.3,2,0.1282051282,0,0,0,0.5,3,0.1923076923,0,0.2,1,0.0641025641,2.5,15,0.9615384615,0,0,0,0.2,1.2,0.0769230769,0.2,1.2,0.0769230769,0.5,3,0.1923076923,9.1,4.8,29,1.858974359,4.3,25.8,1.6538461538,0.2,1.2,0.2,1.2,0.0769230769,0,0,0,0.24,0.27
Ricky Rubio,MIN,PG,32.3,68,2.6,3.9,0.1,0,0,0,26,32.4,842.4,2.8,72.8,0.0864197531,0.2,4,0.0047483381,1,26,0.0308641975,1.8,46.8,0.0555555556,0.57,50.00,1.90,,0.70,18.2,0.0216049383,2.00,52,0.0617283951,0.33,0.6,15.6,0.0185185185,1.6,41.6,0.049382716,0.39,0.481,4.5,116,0.1377018044,0.586,7.6,197.6,0.2345679012,0.7,18.2,0.0216049383,3.7,96.2,0.1141975309,0.164,2.3,61.1,0.0725308642,4.3,3.5,73,2.8,0.0033238367,1.3,33.8,0.0401234568,3.9,101.4,0.1203703704,0.343,0.1,2.6,0.0030864198,0.4,10.4,0.012345679,0.273,0.358,9.4,244.4,0.2901234568,2.4,62.4,0.0740740741,0.348,0.2,5.2,0.0061728395,0.5,1.9,49.4,0.0586419753,0.327,2.8,72.8,0.0864197531,0.343,0.394,0.348,7.1,184,0.2184235518,2.4,62,0.0735992403,7.4,192.4,0.2283950617,3.5,7.9,206,0.2445394112,71.5,1859,2.2067901235,1,26,0.0308641975,2,52,0.0617283951,16.2,421.2,0.5,18.7,486.2,0.5771604938,27.6,87.7,2280,2.7065527066,70.9,1843.4,2.1882716049,6.4,166.4,0.7,18.2,0.0216049383,3.2,83.2,0.0987654321,0.11,0.13
Robbie Hummel,MIN,SF,12.2,24,1.2,4.7,0.1,0,0,0,20,12.3,246,0.3,6,0.0243902439,0.1,1,0.0040650407,0.9,18,0.0731707317,1.4,28,0.1138211382,0.67,43.00,2.10,,0.80,16,0.0650406504,2.50,50,0.2032520325,0.33,0.6,12,0.0487804878,1.7,34,0.1382113821,0.324,0.439,2.9,58,0.2357723577,0.69,4.2,84,0.3414634146,1,20,0.081300813,1.9,38,0.1544715447,0.345,0.9,18.1,0.0735772358,4.4,3.5,13,0.7,0.0028455285,0.3,6,0.0243902439,0.7,14,0.0569105691,0.462,0.1,2,0.0081300813,0.1,2,0.0081300813,0.333,0.5,3.5,70,0.2845528455,0,0,0,0,0.1,2,0.0081300813,1,2.1,42,0.1707317073,0.327,0.7,14,0.0569105691,0.462,0.478,0,0.1,1,0.0040650407,0,0,0,0,0,0,0,0.4,8,0.0325203252,12.8,256,1.0406504065,0.1,2,0.0081300813,0.1,2,0.0081300813,1.1,22,0.0894308943,1,20,0.081300813,3.9,16.6,331,1.3455284553,10.5,210,0.8536585366,0.3,6,0.1,2,0.0081300813,0.6,12,0.0487804878,0.21,0.33
Robert Sacre,LAL,C,13,18,1.5,5.5,0.1,0,0,0,12,13.1,157.2,0.3,3.6,0.0229007634,1.2,14,0.0890585242,1.8,21.6,0.1374045802,4.3,51.6,0.3282442748,0.41,6.00,0.50,,0.30,3.6,0.0229007634,0.50,6,0.0381679389,0.50,0,0,0,0,0,0,0,0.5,2.8,34,0.2162849873,0.507,5.6,67.2,0.427480916,1.1,13.2,0.0839694656,1.8,21.6,0.1374045802,0.382,0.9,10.5,0.0667938931,4,3.2,0,0,0,0,0,0,0.1,1.2,0.0076335878,0,0,0,0,0,0,0,0,0,4.3,51.6,0.3282442748,0.2,2.4,0.0152671756,0.5,1.5,18,0.1145038168,0.467,0.5,6,0.0381679389,0.5,0,0,0,0,0.5,0.5,0.3,3,0.0190839695,0.2,2,0.0127226463,0.3,3.6,0.0229007634,0.6,0.8,10,0.0636132316,15.8,189.6,1.2061068702,0,0,0,0.3,3.6,0.0229007634,2.2,26.4,0.1679389313,2.3,27.6,0.1755725191,8.6,20.4,245,1.558524173,13.8,165.6,1.0534351145,0.5,6,2.2,26.4,0.1679389313,1.9,22.8,0.1450381679,0.21,0.32
Robin Lopez,POR,C,30.1,72,2.7,4.2,0.1,0,0,0,27,30.4,820.8,0.4,10.8,0.0131578947,1.4,39,0.0475146199,4.7,126.9,0.1546052632,10.6,286.2,0.3486842105,0.44,12.00,0.40,,0.20,5.4,0.0065789474,0.80,21.6,0.0263157895,0.27,0,0,0,0,0,0,0,0.273,8.4,227,0.2765594542,0.568,14.7,396.9,0.4835526316,4.1,110.7,0.1348684211,4.3,116.1,0.1414473684,0.491,2.1,56.7,0.0690789474,4.1,3.3,4,0.1,0.0001218324,0.1,2.7,0.0032894737,0.3,8.1,0.0098684211,0.222,0,0,0,0,0,0,0,0.222,9.3,251.1,0.3059210526,0,0,0,0,3.1,83.7,0.1019736842,0.66,0.4,10.8,0.0131578947,0.273,0.1,2.7,0.0032894737,0.222,0.537,0,0,1,0.0012183236,0,0,0,0.1,2.7,0.0032894737,0,0.8,22,0.0268031189,22.6,610.2,0.7434210526,0,0,0,0.3,8.1,0.0098684211,1.9,51.3,0.0625,2,54,0.0657894737,3.2,32.7,883,1.0757797271,17.8,480.6,0.5855263158,0.7,18.9,3,81,0.0986842105,3.3,89.1,0.1085526316,0.29,0.53
Rodney Stuckey,DET,SG,27.7,46,2.0,3.5,0.1,0,2,0,23,27.9,641.7,0.8,18.4,0.0286738351,0.2,5,0.007791803,1.3,29.9,0.0465949821,1.9,43.7,0.0681003584,0.66,54.00,2.30,,1.00,23,0.0358422939,2.50,57.5,0.0896057348,0.38,0.4,9.2,0.0143369176,1.3,29.9,0.0465949821,0.345,0.466,2.4,55,0.0857098333,0.482,5,115,0.1792114695,0.6,13.8,0.0215053763,1.8,41.4,0.064516129,0.255,1.8,42.2,0.0657628175,3.9,3.2,74,3.2,0.0049867539,1.6,36.8,0.0573476703,3.7,85.1,0.1326164875,0.435,0,0,0,0.1,2.3,0.0035842294,0,0.435,15.2,349.6,0.5448028674,4,92,0.1433691756,0.5,1.2,27.6,0.0430107527,0.522,2.3,52.9,0.082437276,0.379,3.2,73.6,0.1146953405,0.435,0.478,0.5,4,91,0.141810815,4,91,0.141810815,4.7,108.1,0.1684587814,6.8,2.2,51,0.0794763908,26.2,602.6,0.9390681004,0.2,4.6,0.0071684588,0.2,4.6,0.0071684588,4.7,108.1,0.1684587814,4.9,112.7,0.1756272401,8.5,43.1,991,1.5443353592,36.2,832.6,1.2974910394,2.4,55.2,1.4,32.2,0.0501792115,3.3,75.9,0.1182795699,0.35,0.42
Roger Mason Jr.,MIA,SG,11.9,13,1.3,5.2,0.1,0,0,0,10,12,120,0.3,3,0.025,0.1,1,0.0083333333,0.8,8,0.0666666667,1.2,12,0.1,0.67,30.00,3.00,0.025,1.10,11,0.0916666667,2.10,21,0.175,0.52,0.8,8,0.0666666667,1.8,18,0.15,0.444,0.714,1,10,0.0833333333,0.5,2,20,0.1666666667,0.1,1,0.0083333333,0.9,9,0.075,0.1,0.8,8.4,0.07,4.2,3.4,21,2.1,0.0175,0.9,9,0.075,2,20,0.1666666667,0.45,0.3,3,0.025,0.6,6,0.05,0.5,0.525,4.8,48,0.4,0,0,0,0,0,0,0,0,3,30,0.25,0.524,2.1,21,0.175,0.45,0.608,0,0.8,8,0.0666666667,0,0,0,0.3,3,0.025,0,0.9,9,0.075,10.8,108,0.9,0,0,0,0.4,4,0.0333333333,1.6,16,0.1333333333,2,20,0.1666666667,8,15.8,158,1.3166666667,12.9,129,1.075,0.6,6,0.1,1,0.0083333333,1,10,0.0833333333,0.3,0.37
Ronnie Brewer,HOU,SF,4.2,1,0.1,1.0,0.0,0,0,0,11,4.2,46.2,0.2,2.2,0.0476190476,0,0,0,0.4,4.4,0.0952380952,0.5,5.5,0.119047619,0.80,3.00,0.30,0.0064935065,0.10,1.1,0.0238095238,0.40,4.4,0.0952380952,0.25,0.1,1.1,0.0238095238,0.3,3.3,0.0714285714,0.333,0.375,0.4,4,0.0865800866,0.5,0.7,7.7,0.1666666667,0,0,0,0.4,4.4,0.0952380952,0,0.3,3.1,0.0670995671,4.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5.5,0.119047619,0,0,0,0,0.2,2.2,0.0476190476,1,0.3,3.3,0.0714285714,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,6,0.1298701299,4.2,46.2,1,0,0,0,0.1,1.1,0.0238095238,0.7,7.7,0.1666666667,1.4,15.4,0.3333333333,15.6,5,55,1.1904761905,3.8,41.8,0.9047619048,0.1,1.1,0.2,2.2,0.0476190476,0.4,4.4,0.0952380952,0.09,0.12
Ronnie Price,ORL,PG,10.8,20,1.3,5.6,0.1,0,0,0,16,10.8,172.8,0.8,12.8,0.0740740741,0.1,2,0.0115740741,0.3,4.8,0.0277777778,0.4,6.4,0.037037037,0.67,9.00,0.60,0.0034722222,0.20,3.2,0.0185185185,0.80,12.8,0.0740740741,0.23,0.2,3.2,0.0185185185,0.8,12.8,0.0740740741,0.231,0.346,1.7,27,0.15625,0.614,2.8,44.8,0.2592592593,0.4,6.4,0.037037037,1.3,20.8,0.1203703704,0.259,0.8,12.5,0.072337963,4.3,3.5,16,1,0.005787037,0.4,6.4,0.037037037,1.1,17.6,0.1018518519,0.389,0.1,1.6,0.0092592593,0.3,4.8,0.0277777778,0.4,0.444,1.9,30.4,0.1759259259,0.4,6.4,0.037037037,0.333,0,0,0,0,0.6,9.6,0.0555555556,0.231,1,16,0.0925925926,0.389,0.375,0.333,1.1,18,0.1041666667,0.4,6,0.0347222222,1,16,0.0925925926,1.7,1.6,25,0.1446759259,15.9,254.4,1.4722222222,0.1,1.6,0.0092592593,0.2,3.2,0.0185185185,3.2,51.2,0.2962962963,3.4,54.4,0.3148148148,15,19.5,312,1.8055555556,15.9,254.4,1.4722222222,1.1,17.6,0,0,0,0.8,12.8,0.0740740741,0.1,0.12
Ronny Turiaf,MIN,C,9.5,4,2.0,10.1,0.2,0,0,0,2,8.7,17.4,0.5,1,0.0574712644,0.5,1,0.0574712644,1.5,3,0.1724137931,3,6,0.3448275862,0.50,0.00,0.00,0,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1.5,3,0.1724137931,0.5,3,6,0.3448275862,1,2,0.1149425287,0.5,1,0.0574712644,0.667,0.6,1.1,0.0632183908,3.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,0.1724137931,0,0,0,0,1.5,3,0.1724137931,0.333,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,2,0.1149425287,9,18,1.0344827586,0,0,0,0.5,1,0.0574712644,1.5,3,0.1724137931,2,4,0.2298850575,11.1,11,22,1.2643678161,7,14,0.8045977011,0.3,0.6,2,4,0.2298850575,1.5,3,0.1724137931,0.14,0.21
